,id_,institution,post,domaine
42,8994,MSF - France,Medecins Anesthesistes F/H (backup),Santé et Professions médicales
43,9017,GOAL Haiti,"Manager Monitoring, Evaluation and Learning Manager",Sciences Humaines et Sociales
44,9018,GOAL Haiti,"Officer Monitoring, Evaluation and Learning",Sciences Humaines et Sociales
45,8984,CARE Haiti,Specialiste – Chargé (e) de la recherche,Sciences économiques et politiques
46,9019,FHI/Humanité & Inclusion_ HI,Assistant(e) Administratif (ve) et des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
47,9020,FHI/Humanité & Inclusion_ HI,Responsable des Ressources Humaines et de l’Administration,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8983,CARE Haiti,M&E Specialist,Sciences économiques et politiques
0,8996,CARE Haiti,Coordonnateur (trice) de la réponse axée sur les transferts de fonds,Sciences économiques et politiques
1,8974,Winrock International,"Monitoring, Evaluation, and Learning Advisor, Haiti Reforestation Project",Environnement et Sciences de la Terre
2,8972,Winrock International,"Project Director, Haiti Reforestation Project",Environnement et Sciences de la Terre
3,8973,Winrock International,"Deputy Project Director, Haiti Reforestation Project",Environnement et Sciences de la Terre
4,8975,Winrock International,"Forestry and Rural Development Specialist, Haiti Reforestation Project",Environnement et Sciences de la Terre
5,9038,AIR,Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
6,9039,AIR,Accounting Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
7,9021,Oxfam Intermon - PAP,Assistant(e) Finances,"Management/Gestion, Finance, Comptabilité et Commerce"
8,8931,Global Communities - (formerly CHF),Senior Infrastructure/Construction Manager,Sciences de l’Ingénieur
9,8800,Clinton Health Access Initiative,"Senior Coordinator, Malaria Grand’Anse",Santé et Professions médicales
10,8729,Caribbean Grill,Chef de cuisine,"Tourisme, Hôtellerie et Restauration"
11,9026,World Vision Haiti,"Monitoring, Evaluation, and Learning Advisor",Sciences Humaines et Sociales
12,9016,Wits Health Consortium,Administrator (Finance) – Ref: 0947,"Management/Gestion, Finance, Comptabilité et Commerce"
13,9014,DID PANSEH,Directeur du Centre Financier aux Entrepreneurs du Grand Nord (CFE),"Management/Gestion, Finance, Comptabilité et Commerce"
14,9011,Family Health International - FHI360,M&E Advisor,Santé et Professions médicales
15,8997,Secteur prive,Banking Services Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
16,8998,Secteur prive,Assistante Exécutive,Secrétariat
17,8999,Secteur prive,Training and Staff Development Manager,Sciences Humaines et Sociales
18,9000,Secteur prive,Marketing Manager,Marketing
19,6519,PRODEV,Comptable Junior,"Management/Gestion, Finance, Comptabilité et Commerce"
20,8987,Oxfam Intermon - PAP,Officier(e)  Gouvernance et Genre,Sciences économiques et politiques
21,8989,Oxfam Intermon - PAP,Assistant (e) MEAL,Sciences économiques et politiques
22,8980,Action Contre la Faim - Haïti,Responsable Programme FSTP,Sciences Humaines et Sociales
23,6369,PRODEV,Chef de projet,Sciences de l’Education
24,9006,Oxfam Intermon - Cap,Ingenieur Social,Sciences Humaines et Sociales
25,9003,Douleurs Sans Frontières,Coordonnateur/rice Médical(e),Santé et Professions médicales
26,9004,CRS,Senior Finance Officer for Emergency,"Management/Gestion, Finance, Comptabilité et Commerce"
27,9013,Mercy Corps Haiti,"Cash Coordinator, Hurricane Matthew Cash For Work Program","Management/Gestion, Finance, Comptabilité et Commerce"
28,8981,Croix Rouge Americaine,Senior GIS and Database Manager,Sciences Informatiques
29,8985,Secteur ong,Responsable d’ingénierie sociale,Sciences Humaines et Sociales
30,8976,CRS,Assistant Logistique et Service General,Transport et Logistique
31,8978,Croix Rouge Espagnole,Assistant(e) Administratif (ve),"Management/Gestion, Finance, Comptabilité et Commerce"
32,8993,Jhpiego,HIV Officer,Santé et Professions médicales
33,8970,HSI,Responsable de volet - Diversification et augmentation de revenus,Agriculture – Agroalimentaire
34,8971,HSI,Responsable de Volet - Renforcement de la gouvernance des aires protégées,Agriculture – Agroalimentaire
35,8960,CRS,Deputy Project Director,"Architecture, Urbanisme et Aménagement du territoire"
36,8961,CRS,Forestry and Rural Development Specialist,Agriculture – Agroalimentaire
37,8962,CRS,Meal Specialist,Sciences économiques et politiques
38,8963,CRS,Project Director,Agriculture – Agroalimentaire
39,8988,Chemonics / IFMS,Ingénieur Electricien,Sciences de l’Ingénieur
40,8979,CBM,HR & Administrative Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
41,8957,PNUD Haiti,Assistant (e) en Passation de Marchés - Niveau: SB3,"Management/Gestion, Finance, Comptabilité et Commerce"
42,8954,Concern Worldwide Haiti,Senior Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
43,8955,Concern Worldwide Haiti,Assistant Contrôleur Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
44,8986,J/P HRO,Human Resources Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
45,8982,Caritas Haiti,Officier Senior Projet WASH,Santé et Professions médicales
46,8935,Save the Children en Haiti,Assistant Santé et Nutrition,Santé et Professions médicales
47,8968,Concern Worldwide Haiti,Technicien en Education et Mobilisation Communautaire,Sciences de l’Education
48,8969,IFES,Monitoring and Evaluation Officer,Sciences Humaines et Sociales
0,8916,Living Water International,Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1,8906,FOME,Mécanicien en Chef,Mécanique
2,8885,COMPAGNIE DE JESUS/ FOI ET JOIE HAITI,Coordonnateur/trice de Projets,"Management/Gestion, Finance, Comptabilité et Commerce"
3,8959,Oxfam Intermon,Assistant Logistique et Approvisionnement,"Management/Gestion, Finance, Comptabilité et Commerce"
4,8930,OHMaSS (PSI-Haïti),Officier de gestion de données,Sciences économiques et politiques
5,8933,OHMaSS (PSI-Haïti),Graphiste/ Videographe,Marketing
6,8911,Secteur ong,Assistant Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
7,8958,Mairie de Kenscoff,Responsable du Service Fiscal,"Management/Gestion, Finance, Comptabilité et Commerce"
8,8932,Global Communities - (formerly CHF),Officier VSLA Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
9,8884,Brasserie de la Couronne S.A.,Stock Room Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
10,6612,Secteur prive,Head Engineer,Sciences de l’Ingénieur
11,8913,ACOSME NORD,Conseillère EFH,Sciences Humaines et Sociales
12,8914,GRET Haiti,Spécialisé(e) en planification territoriale,Sciences Humaines et Sociales
13,8915,GRET Haiti,Spécialisé(e) en renforcement d’associations de quartier (profil administration finance),Sciences Humaines et Sociales
14,8863,SSRH,Assistante Administrative,Secrétariat
15,8938,Chemonics / IFMS,Directeur du Projet,Agriculture – Agroalimentaire
16,8939,Chemonics / IFMS,Directeur du Projet Adjoint,Agriculture – Agroalimentaire
17,8940,Chemonics / IFMS,Spécialiste en Foresterie et Développement Rural,Agriculture – Agroalimentaire
18,8941,Chemonics / IFMS,"Conseiller en Suivi, Evaluation et Apprentissage","Management/Gestion, Finance, Comptabilité et Commerce"
19,8942,Chemonics / IFMS,Conformité Environnementale,Agriculture – Agroalimentaire
20,8943,Chemonics / IFMS,Agroforesterie,Agriculture – Agroalimentaire
21,8944,Chemonics / IFMS,Systèmes d'Information Géographique (SIG),Sciences Informatiques
22,8945,Chemonics / IFMS,Agriculture et Elevage,Agriculture – Agroalimentaire
23,8946,Chemonics / IFMS,Gestionnaire des Finances,"Management/Gestion, Finance, Comptabilité et Commerce"
24,8947,Chemonics / IFMS,Gestionnaire des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
25,8948,Chemonics / IFMS,Production de la biodiversité / Adaptation et Résilience aux Changements Climatiques,Environnement et Sciences de la Terre
26,8949,Chemonics / IFMS,Gestion des Subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
27,8950,Chemonics / IFMS,Formation et Renforcement des Capacités,Sciences Humaines et Sociales
28,8951,Chemonics / IFMS,Gestion du Savoir et de l’Innovation,"Management/Gestion, Finance, Comptabilité et Commerce"
29,8952,Chemonics / IFMS,Conservations des Sols et des Eaux,Géologie
30,8953,Chemonics / IFMS,Fourneaux Améliorés,Sciences de l’Ingénieur
31,8936,Save the Children en Haiti,Assistante Administrative,Secrétariat
32,8937,Save the Children en Haiti,Logistics & Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
33,8922,Malteser International,Mécanicien - Chauffeur,Transport et Logistique
34,8927,GHSC-PSM,Regional Service Delivery Assistant,Santé et Professions médicales
35,8928,GHSC-PSM,Senior Quantification & Forecasting Officer,Santé et Professions médicales
36,8919,Jhpiego,Comptable Junior,"Management/Gestion, Finance, Comptabilité et Commerce"
37,8872,IDKAT S.A.,Responsable de Marketing et des Relations Publiques,Marketing
38,8855,Bureau de la Coopération Suisse,Coordinateur Adjoint – Centre Compétences Reconstruction,Sciences économiques et politiques
39,8921,GOAL Haiti,"System Support (Logistic, Admin, Donor Compliance)","Management/Gestion, Finance, Comptabilité et Commerce"
40,8917,AMF Experts,Auditeur Junior,"Management/Gestion, Finance, Comptabilité et Commerce"
41,8920,Mercy Corps Haiti,"Traducteur(rice)/Interprète/Adjoint(e) aux programmes, Ann Viv Ansamn",Communication et Journalisme
42,8908,Oxfam Intermon - PAP,Coordonateur du projet d’urgence alimentaire,"Management/Gestion, Finance, Comptabilité et Commerce"
43,8782,BMA Group,Senior Marketing Manager,Marketing
44,8842,Secteur prive,Responsable Senior des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
45,8910,CDS,Travailleur social,Sciences Humaines et Sociales
46,8909,Concern Worldwide Haiti,Technicien Peche,Agriculture – Agroalimentaire
47,8829,Secteur ong,Consultant pour le Developpement de la Strategie du Bureau Integre,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8900,USAID/LOKAL+,Consultant pour l’établissement d’une enquête socioéconomique du marché public de Saint-Marc.,Sciences Humaines et Sociales
0,8893,Caritas Suisse,Responsable de Marketing social,Marketing
1,8889,Save the Children en Haiti,National Safety and Security Officer,Sécurité
2,8890,Secteur international,Assistant(e)  Administratif(ve),"Management/Gestion, Finance, Comptabilité et Commerce"
3,8891,Secteur international,Chauffeur mécanicien,Transport et Logistique
4,8894,Comité National de Prévention de la Cécité,Responsable de Communication,Communication et Journalisme
5,8895,Comité National de Prévention de la Cécité,Travailleur Social,Sciences Humaines et Sociales
6,8896,GIZ,Ingenieur civil pour la construction de citernes,Sciences de l’Ingénieur
7,8905,Concern Worldwide Haiti,Agent de Terrain - Moyens de Subsistance,Agriculture – Agroalimentaire
8,8883,Save the Children en Haiti,IT & Communication Officer,Sciences Informatiques
9,8887,CBM,Community Development Program Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
10,8904,PRODEV,Conseiller/ère en Appui Psychosocial,Sciences de l’Education
11,8901,Croix Rouge Canadienne,Ingénieur en Construction,Sciences de l’Ingénieur
12,8853,Secteur ong,Caissier/ Caissière,"Management/Gestion, Finance, Comptabilité et Commerce"
13,8819,Anseye Pou Ayiti,Enseignant-Leader (Gonaives),Sciences de l’Education
14,8820,Anseye Pou Ayiti,Enseignant-Leader (Gros-Morne),Sciences de l’Education
15,8816,Anseye Pou Ayiti,Enseignant-Leader (Boucan-Carré),Sciences de l’Education
16,8817,Anseye Pou Ayiti,Enseignant-Leader (Mirebalais),Sciences de l’Education
17,8818,Anseye Pou Ayiti,Enseignant-Leader (Hinche),Sciences de l’Education
18,8886,Diakonie Katastrophenhilfe,Officier d’Urgence,"Management/Gestion, Finance, Comptabilité et Commerce"
19,8903,MatCH,Driver – REF: 0930,Transport et Logistique
20,8898,Secteur projet,Responsable de portefeuille des services non-cliniques,"Management/Gestion, Finance, Comptabilité et Commerce"
21,8899,Secteur projet,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
22,8902,Secteur projet,Opérateur Help Desk - IT,Sciences Informatiques
23,8878,Secteur projet,Responsable de l'Inventaire,"Management/Gestion, Finance, Comptabilité et Commerce"
24,8897,Secteur projet,Responsable des services généraux,"Management/Gestion, Finance, Comptabilité et Commerce"
25,8888,Mercy Corps Haiti,Procurement Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
26,8854,CRS,Officier Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
27,8831,Secteur ong,Manager de Logistique et de Securite,Transport et Logistique
28,8824,Protos Haïti,"Chargé de Programme Approvisionnement en Eau Potable, Hygiène et Assainissement (AEPHA) en Haïti",Sciences de l’Ingénieur
29,8847,Secteur international,Assistant Chargé des Opérations,Agriculture – Agroalimentaire
30,8848,Chemonics / GHSC-Francophone TO,Country Director,Santé et Professions médicales
31,8846,Action Contre la Faim - Haïti,Asst au Responsable des Services Généraux Misssion,Transport et Logistique
32,8845,Action Contre la Faim - Haïti,Responsable Services Généraux mission,Transport et Logistique
33,8880,Secteur projet,Assistant Coordonnateur Technique,Santé et Professions médicales
34,8881,Secteur projet,Coordonnateur Technique,Santé et Professions médicales
35,8879,Secteur projet,Coordonnateur Technique/Santé Communautaire,Santé et Professions médicales
36,8882,UMCOR,Office Boy/ Messenger,"Management/Gestion, Finance, Comptabilité et Commerce"
37,8873,Plan International-Haiti,Officier de Livelihood- Projet SMNI,Agriculture – Agroalimentaire
38,8877,CRS,Procurement and Supply Chain Specialist,"Management/Gestion, Finance, Comptabilité et Commerce"
39,8867,GHSC-PSM,Contracts Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
40,8832,Save the Children en Haiti,Procurement Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
41,8833,Save the Children en Haiti,Assets Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
42,8834,Save the Children en Haiti,Logistics Key Performance Indicator (KPI) Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
43,8836,Solidarites International,Responsable Approvisionnement,Transport et Logistique
44,8837,Save the Children en Haiti,Procurement Coordinator (Camp-Perrin),"Management/Gestion, Finance, Comptabilité et Commerce"
45,8838,Save the Children en Haiti,Logistics and Administration Senior Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
46,8839,Save the Children en Haiti,Fleet Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
47,8840,Save the Children en Haiti,Warehouse Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8841,Save the Children en Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
0,8865,Jhpiego,Officier de Programme Départemental de l’Artibonite,Santé et Professions médicales
1,8794,DIGICEL,Business Development Executive,Sciences Informatiques
2,8844,USAID|Haiti/AVANSE,IT Assistant,Sciences Informatiques
3,8862,Help-Ev,Assistant Coordonnateur des Projets,Sciences de l’Ingénieur
4,8856,USAID|Haiti/AVANSE,Chief of Party – Haiti Health Information Systems,Sciences Informatiques
5,8857,USAID|Haiti/AVANSE,Deputy Chief of Party – Haiti Health Information System (HIS),Sciences Informatiques
6,8858,CARE Haiti,Coordinateur de terrain Education / Protection,Sciences de l’Education
7,8859,USAID|Haiti/AVANSE,Finance and Administration Manager Haiti Health Information System (HIS),"Management/Gestion, Finance, Comptabilité et Commerce"
8,8860,CARE Haiti,Coordonnateur de terrain,Sciences de l’Education
9,8849,IFRC,Feedback & Response Mechanism (FRM) Manager,Sciences de l’Education
10,8850,IFRC,Opérateur de Centre d’Appel,Sciences Informatiques
11,8851,IFRC,Data Base and M&E Officer,Sciences de l’Education
12,6101,NDI,Coordonnateur/trice  Départemental/e,"Management/Gestion, Finance, Comptabilité et Commerce"
13,8823,OHMaSS (PSI-Haïti),Coordonnateur de la campagne de distribution des moustiquaires,"Management/Gestion, Finance, Comptabilité et Commerce"
14,8852,ZL/PIH,Consultant Writer – Illustrated Final Program Report,Santé et Professions médicales
15,8864,Secteur prive,Customer Care,Marketing
16,8813,CARE Haiti,Manager Administratif des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
17,8753,Tetra Tech,Chief of Party,"Management/Gestion, Finance, Comptabilité et Commerce"
18,8754,Tetra Tech,"WASH Technical Specialist, Haiti WASH Project","Management/Gestion, Finance, Comptabilité et Commerce"
19,8774,Chemonics / GHSC-Francophone TO,Manager de Gestion et d’Opérations Financières (Financial Management and Operations Manager),"Management/Gestion, Finance, Comptabilité et Commerce"
20,8775,Chemonics / GHSC-Francophone TO,Coordinateur en Formation et Renforcement des Capacités (Training and Capacity Building Coordinator),"Management/Gestion, Finance, Comptabilité et Commerce"
21,8776,Chemonics / GHSC-Francophone TO,Comptable (Accountant),"Management/Gestion, Finance, Comptabilité et Commerce"
22,8777,Chemonics / GHSC-Francophone TO,Conseiller en Environnement et Gestion des Déchets (Environment &Waste Management System Advisor),Environnement et Sciences de la Terre
23,8778,Chemonics / GHSC-Francophone TO,Manager de Suivi et d’Evaluation (Monitoring & Evaluation Manager),"Management/Gestion, Finance, Comptabilité et Commerce"
24,8779,Chemonics / GHSC-Francophone TO,Spécialiste en Gestion de l’Equipement Médical (Medical Equipment Management Specialist),Santé et Professions médicales
25,8780,GHSC-PSM,Spécialiste de Chaînes d’Approvisionnement de Laboratoire (Laboratory Supply Chain Specialist),Santé et Professions médicales
26,8781,Chemonics / GHSC-Francophone TO,Conseiller en Amélioration de la Chaîne d’Approvisionnement au niveau Régional/National,Santé et Professions médicales
27,8799,AVSF,Responsable de Programme Pro cacao Grande Anse,Agriculture – Agroalimentaire
28,8786,Habitat pour l'humanite Haiti,Wash Assistant Officer,"Architecture, Urbanisme et Aménagement du territoire"
29,8767,Brasserie de la Couronne S.A.,Cold Drink Manager,Marketing
30,8827,UGP/MSPP/PEPFAR,Assistante Coordonnatrice de formation pour le Laboratoire National de Sante Publique,Santé et Professions médicales
31,8807,Living Water International,Hygiene & Sanitation Facilitator I - STT (Hygiene Promoter),Santé et Professions médicales
32,8814,Jhpiego,Consultant pour la mise a jour du Manuel national de référence et de contre référence,Santé et Professions médicales
33,8828,UGP/MSPP/PEPFAR,Technicien de Laboratoire pour le Laboratoire National de Sante Publique,Santé et Professions médicales
34,8826,Uniterra,Chargé-e de programme sectoriel en développement économique,"Management/Gestion, Finance, Comptabilité et Commerce"
35,8825,NASTAD,Partner Services Coordinator,Santé et Professions médicales
36,8805,MDE/MACAYA,Consultant en Génie-Architecture,Sciences de l’Ingénieur
37,8806,CRS,Program Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
38,8745,Save the Children en Haiti,South/Grand-Anse Field Office Program and Operations Director,Sciences Humaines et Sociales
39,6455,Croix Rouge Canadienne,Assistant Logistique,Transport et Logistique
40,8803,Capital Bank S.A.,Analyste Programmeur Senior,Sciences Informatiques
41,8804,Capital Bank S.A.,Technicien Senior Infrastructure & Communication,Sciences Informatiques
42,8737,Secteur prive,Encargado/a de Recursos Humanos,"Management/Gestion, Finance, Comptabilité et Commerce"
43,8795,ABT/Shops Plus Project USAID,Technical Specialist 9 / Monitoring and Evaluation Analyst - Haiti,Santé et Professions médicales
44,8796,ABT/Shops Plus Project USAID,"Technical Specialist 10 / Vector Control Manager, PMI AIRS, Haiti",Santé et Professions médicales
45,8798,ABT/Shops Plus Project USAID,"Technical Specialist 10 / Entomological Monitoring Manager, PMI AIRS, Haiti",Santé et Professions médicales
46,8734,SSRH,Officier Rémunération,"Management/Gestion, Finance, Comptabilité et Commerce"
47,8808,Mercy Corps Haiti,"Community Trainer, Ann Viv Ansamn",Sciences Humaines et Sociales
48,8809,Mercy Corps Haiti,"Officer, Community Mobilization, Ann Viv Ansamn program",Sciences Humaines et Sociales
0,8783,Living Water International,Program Manager,Sciences Humaines et Sociales
1,8773,CARE Haiti,Officier Sécurité Alimentaire et Moyens de Subsistance,Sciences Humaines et Sociales
2,8810,Croix Rouge Americaine,Mobilisateurs Communautaires pour le Nord-Ouest (Môle Saint Nicolas),Sciences Humaines et Sociales
3,8811,Croix Rouge Americaine,Officier de Suivi et Évaluation pour le Nord-Ouest (Môle Saint Nicolas),Sciences économiques et politiques
4,8711,DIGICEL,Financial Controller,"Management/Gestion, Finance, Comptabilité et Commerce"
5,8788,CCIH,Reflexion sur la CCIO,"Management/Gestion, Finance, Comptabilité et Commerce"
6,8789,Croix Rouge Americaine,Agent de Terrain pour les Cayes,Sciences Humaines et Sociales
7,8790,Croix Rouge Americaine,Officier de Suivi et Évaluation pour les Cayes,"Management/Gestion, Finance, Comptabilité et Commerce"
8,8791,Croix Rouge Americaine,Officier des Abris pour les Cayes,Sciences de l’Ingénieur
9,8792,Croix Rouge Americaine,Officier des Moyens de Subsistance pour les Cayes,"Management/Gestion, Finance, Comptabilité et Commerce"
10,8793,Croix Rouge Americaine,Réceptionniste et Officier de Saisie de Données pour les Cayes,Secrétariat
11,8772,CARE Haiti,Auditeur Interne Junior,"Management/Gestion, Finance, Comptabilité et Commerce"
12,8771,Croix Rouge Americaine,Senior Infrastructure Coordinator,Sciences de l’Ingénieur
13,8784,CBM,Data Entry Assistant,Secrétariat
14,8768,Ayiti Air Anbilans,Emergency Helicopter Dispatcher,Communication et Journalisme
15,8770,WOCCU,Green Building Architect,"Architecture, Urbanisme et Aménagement du territoire"
16,8697,Access Haiti S.A.,Operations and Maintenance (O&M) - Technician II,Sciences de l’Ingénieur
17,8698,Access Haiti S.A.,Operations and Maintenance (O&M) - Technician I,Sciences de l’Ingénieur
18,8700,Access Haiti S.A.,Operations and Maintenance (O&M) - Apprentice Technician,Sciences Informatiques
19,8701,Access Haiti S.A.,Operations and Maintenance (O&M) - Senior Technician/Team Leader,Sciences Informatiques
20,8769,Secteur ong,Officier de Sécurité Alimentaire et de Renforcement Économique,Agriculture – Agroalimentaire
21,8763,CRS,Cash for work coordinator,Sciences Humaines et Sociales
22,8764,CRS,Community Liaison Officer,Sciences Humaines et Sociales
23,7145,Secteur prive,Responsable Achat et stock,Marketing
24,8765,FAO,Animateur/Animatrice de terrain- Caisses de résilience,Agriculture – Agroalimentaire
25,8760,Compassion International Haiti,Ingénieur-Architecte superviseur de construction,"Architecture, Urbanisme et Aménagement du territoire"
26,8787,MDE/MACAYA,Assistant (e) pour la Cellule de Passation des Marchés,Secrétariat
27,8732,OHMaSS (PSI-Haïti),Sales Coordinator,Marketing
28,8755,WeltHungerHilfe (Agro Action Allemande),Un (e) Responsable Unité Logistique du Site - Catégorie H1.1,"Management/Gestion, Finance, Comptabilité et Commerce"
29,8762,Action Contre la Faim - Haïti,Responsable Programme Coupons Alimentaires,Sciences Humaines et Sociales
30,8748,Plan International-Haiti,Manager de Santé et Assainissement,Sciences Humaines et Sociales
31,8749,Plan International-Haiti,Superviseur Pédagogique,Sciences de l’Education
32,8730,OHMaSS (PSI-Haïti),Coordonnateur de Recherche et Suivi & Évaluation,Sciences Humaines et Sociales
33,8743,ABT/Shops Plus Project USAID,Coordinateur/coordinatrice régional(e) de formation,Communication et Journalisme
34,8744,ABT/Shops Plus Project USAID,Assistant(e) Technique pour le Programme de Formation,"Management/Gestion, Finance, Comptabilité et Commerce"
35,8747,Save the Children en Haiti,Information and Technology Officer,Sciences Informatiques
36,8740,Tearfund Haiti,Partner Advocacy Support,"Management/Gestion, Finance, Comptabilité et Commerce"
37,8761,CRS,Technicien WATSAN,Sciences de l’Ingénieur
38,8736,CRS,Mobilisateur Communautaire,Sciences Humaines et Sociales
39,8756,Chemonics/JSPP,IT Specialiste,Sciences Informatiques
40,8746,Secteur ong,Officier de Projet FLM/GIZ,Agriculture – Agroalimentaire
41,8750,Oxfam Intermon,Public Health Engineer Team Leader/PHE Team Leader,Sciences de l’Ingénieur
42,8735,Sommets Education / ZL,Senior Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
43,8731,OHMaSS (PSI-Haïti),Business  and Sales Senior Manager,Marketing
44,8723,Plan International-Haiti,Responsable Suivi – Évaluation Projet SMNI,Sciences économiques et politiques
45,8724,Plan International-Haiti,"Manager de Projet Santé Maternel, Néo-natale et Infantile (SMNI)",Santé et Professions médicales
46,8759,MatCH,Project Manager M&E – REF: 0896,Sciences économiques et politiques
47,8741,Entrepreneurs du Monde/Palmis Mikwofinans Sosyal,Agent de Crédit,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8714,CRS,Officier de Projet - Sécurité alimentaire d'urgence,Sciences Humaines et Sociales
0,8709,Save the Children en Haiti,"Monitoring, Evaluation, Accountability and Learning (Meal)  Officer",Sciences Humaines et Sociales
1,8710,Save the Children en Haiti,Officier de Redevabilité,Sciences Humaines et Sociales
2,8712,CARE Haiti,Emergency Program Junior Officer,Sciences Humaines et Sociales
3,8742,Ayiti Nexus,Project Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
4,8751,Croix Rouge Americaine,Officier de Flotte pour les Cayes,Transport et Logistique
5,8696,CARE Haiti,Agent(e)s de terrain,Sciences de l’Education
6,8644,MSF - France,Chirurgien généraliste / Brûlure,Santé et Professions médicales
7,8720,MSF - Hollande,Responsable de soins infirmiers,Santé et Professions médicales
8,8604,CRS,Formateur,Sciences de l’Ingénieur
9,8183,Jhpiego,Officier de S&E departemantal (Jeremie),Sciences économiques et politiques
10,8716,Secteur international,Caissier / Caissière,"Management/Gestion, Finance, Comptabilité et Commerce"
11,8718,Jhpiego,Messager /Chauffeur Motocyclette (Port-au-Prince),Transport et Logistique
12,8719,Jhpiego,Messager /Chauffeur Motocyclette (Cap-Haïtien),Transport et Logistique
13,8725,Jhpiego,Officier de S&E departemantal (Port-de-Paix),Sciences économiques et politiques
14,8070,Jhpiego,Lab Officer,Santé et Professions médicales
15,8533,Chemonics International/FEWS NET Haiti,Spécialiste de Sécurité Alimentaire,Agriculture – Agroalimentaire
16,8694,ILO / Better Work Haiti,National Officer - Enterprise Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
17,8669,DID PANSEH,Coordonnateur/trice Filières,"Management/Gestion, Finance, Comptabilité et Commerce"
18,8717,GHSC-PSM,Laboratory Officer,Santé et Professions médicales
19,8674,DIGICEL,Legal Advisor,Droit
20,8726,Secteur prive,Corporate Social Responsibility and HR Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
21,7217,Jhpiego,Facility Services Officer,Santé et Professions médicales
22,8667,Secteur prive,Traffic and Logistic Manager,Transport et Logistique
23,8702,IFRC,Chef d’Equipe Shelter (Anse-d’Hainault),Sciences de l’Ingénieur
24,8703,IFRC,Chefs d’Equipe Shelter (Les Irois),Sciences de l’Ingénieur
25,8706,PROFAMIL,Directeur Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
26,8727,Secteur prive,Line Sales-person ou LSP,Marketing
27,8670,MDM France,Chef de Projet,Santé et Professions médicales
28,8671,MDM France,Référent (e) Société Civile et Observatoire,Sciences Humaines et Sociales
29,8704,Save the Children en Haiti,Coordonnateur de Santé Reproductive,Santé et Professions médicales
30,8705,Save the Children en Haiti,Infirmiere Sage-femme,Santé et Professions médicales
31,8707,Croix Rouge Espagnole,Responsable du projet de Moyens de subsistance,Agriculture – Agroalimentaire
32,8708,Croix Rouge Espagnole,Coordonnateur (trice) de Terrain,Agriculture – Agroalimentaire
33,7467,CDS,Disease Reporting Officer (DRO) - Ennery,Sciences Informatiques
34,8690,CDS,Disease Reporting Officer (DRO) - Bassin Bleu,Sciences Informatiques
35,8691,CDS,Technologiste Medical,Santé et Professions médicales
36,8693,CRS,Gestionnaire d’engagement communautaire,"Management/Gestion, Finance, Comptabilité et Commerce"
37,8650,Diakonie Katastrophenhilfe,Coordonnateur WASH et Construction,Sciences de l’Ingénieur
38,8722,Plan International-Haiti,Assistant Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
39,8688,CRS,Emergency Food Security Agronomist,Agriculture – Agroalimentaire
40,8695,PROFAMIL,Directeur Médical,Santé et Professions médicales
41,8692,Croix Rouge Française,Architecte urbaniste,"Architecture, Urbanisme et Aménagement du territoire"
42,8668,GHSC-PSM,Health System Strengthening Advisor,Santé et Professions médicales
