,id_,institution,post,domaine
1501,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1502,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1503,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1504,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1505,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1506,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1507,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1508,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1509,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1510,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1511,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1512,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1513,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1514,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1515,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1516,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1517,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1518,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1519,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1520,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1521,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1522,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1523,12123,MSH,Assistante Administrative,Secrétariat
1524,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1525,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1526,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1527,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1528,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1529,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1530,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1531,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1532,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1533,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1534,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1535,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1536,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1537,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1538,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1539,12077,Secteur ong,Software Developer,- - Non-defini - -
1540,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1541,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1542,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1543,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1544,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1545,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1546,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1547,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1548,12054,Secteur prive,Brand Manager,Marketing
1549,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1550,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1551,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1552,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1553,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1554,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1555,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1556,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1557,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1558,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1559,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1560,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1561,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1562,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1563,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1564,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1565,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1566,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1567,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1568,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1569,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1570,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1571,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1572,12123,MSH,Assistante Administrative,Secrétariat
1573,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1574,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1575,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1576,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1577,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1578,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1579,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1580,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1581,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1582,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1583,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1584,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1585,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1586,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1587,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1588,12077,Secteur ong,Software Developer,- - Non-defini - -
1589,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1590,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1591,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1592,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1593,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1594,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1595,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1596,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1597,12054,Secteur prive,Brand Manager,Marketing
1598,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1599,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1600,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1601,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1602,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1603,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1604,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1605,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1606,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1607,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1608,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1609,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1610,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1611,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1612,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1613,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1614,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1615,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1616,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1617,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1618,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1619,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1620,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1621,12123,MSH,Assistante Administrative,Secrétariat
1622,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1623,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1624,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1625,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1626,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1627,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1628,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1629,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1630,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1631,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1632,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1633,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1634,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1635,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1636,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1637,12077,Secteur ong,Software Developer,- - Non-defini - -
1638,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1639,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1640,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1641,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1642,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1643,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1644,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1645,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1646,12054,Secteur prive,Brand Manager,Marketing
1647,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1648,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1649,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1650,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1651,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1652,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1653,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1654,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1655,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1656,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1657,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1658,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1659,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1660,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1661,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1662,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1663,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1664,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1665,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1666,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1667,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1668,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1669,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1670,12123,MSH,Assistante Administrative,Secrétariat
1671,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1672,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1673,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1674,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1675,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1676,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1677,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1678,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1679,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1680,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1681,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1682,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1683,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1684,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1685,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1686,12077,Secteur ong,Software Developer,- - Non-defini - -
1687,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1688,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1689,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1690,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1691,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1692,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1693,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1694,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1695,12054,Secteur prive,Brand Manager,Marketing
1696,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1697,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1698,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1699,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1700,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1701,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1702,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1703,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1704,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1705,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1706,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1707,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1708,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1709,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1710,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1711,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1712,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1713,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1714,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1715,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1716,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1717,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1718,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1719,12123,MSH,Assistante Administrative,Secrétariat
1720,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1721,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1722,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1723,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1724,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1725,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1726,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1727,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1728,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1729,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1730,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1731,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1732,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1733,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1734,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1735,12077,Secteur ong,Software Developer,- - Non-defini - -
1736,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1737,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1738,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1739,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1740,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1741,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1742,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1743,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1744,12054,Secteur prive,Brand Manager,Marketing
1745,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1746,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1747,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1748,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1749,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
1750,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
1751,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
1752,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
1753,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
1754,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
1755,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
1756,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
1757,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
1758,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
1759,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
1760,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
1761,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
1762,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
1763,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
1764,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
1765,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
1766,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
1767,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
1768,12123,MSH,Assistante Administrative,Secrétariat
1769,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
1770,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
1771,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
1772,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
1773,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
1774,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
1775,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
1776,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
1777,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
1778,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
1779,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
1780,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
1781,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
1782,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
1783,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
1784,12077,Secteur ong,Software Developer,- - Non-defini - -
1785,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
1786,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
1787,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
1788,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
1789,12091,HAS,Pharmacien/ne,Santé et Professions médicales
1790,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
1791,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
1792,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1793,12054,Secteur prive,Brand Manager,Marketing
1794,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
1795,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
1796,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
1797,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
1798,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
